,ID,Date,Consumption,date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,daylight_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours
527,527,2022-06-18 00:00:00 -> 2022-06-18 23:55:00,165.88,2022-06-12 23:00:00,31.914501,19.2145,25.404083,54717.355,0.0,0.0,0.0,0.0
528,528,2022-06-19 00:00:00 -> 2022-06-19 23:55:00,165.00,2022-06-13 23:00:00,32.2645,18.5145,24.812418,54745.36,0.0,0.0,0.0,0.0
529,529,2022-06-20 00:00:00 -> 2022-06-20 23:55:00,164.00,2022-06-14 23:00:00,32.3145,19.2145,25.341589,54769.582,0.0,0.0,0.0,0.0
530,530,2022-06-21 00:00:00 -> 2022-06-21 23:55:00,164.99,2022-06-15 23:00:00,32.5145,20.3645,26.341585,54790.008,0.1,0.1,0.0,1.0
531,531,2022-06-22 00:00:00 -> 2022-06-22 23:55:00,164.37,2022-06-16 23:00:00,33.864502,20.664501,26.48742,54806.637,0.0,0.0,0.0,0.0
532,532,2022-06-23 00:00:00 -> 2022-06-23 23:55:00,162.00,2022-06-17 23:00:00,34.864502,20.4645,26.724916,54819.47,0.0,0.0,0.0,0.0
533,533,2022-06-24 00:00:00 -> 2022-06-24 23:55:00,163.98,2022-06-18 23:00:00,31.9645,19.0645,25.629084,54828.508,0.0,0.0,0.0,0.0
534,534,2022-06-25 00:00:00 -> 2022-06-25 23:55:00,165.35,2022-06-19 23:00:00,32.2145,19.664501,25.847837,54833.754,0.0,0.0,0.0,0.0
535,535,2022-06-26 00:00:00 -> 2022-06-26 23:55:00,169.34,2022-06-20 23:00:00,33.114502,19.3645,25.829086,54835.207,0.0,0.0,0.0,0.0
536,536,2022-06-27 00:00:00 -> 2022-06-27 23:55:00,173.34,2022-06-21 23:00:00,34.5145,20.3645,27.239504,54832.883,0.0,0.0,0.0,0.0
537,537,2022-06-28 00:00:00 -> 2022-06-28 23:55:00,168.34,2022-06-22 23:00:00,33.1645,21.4645,26.501999,54826.78,1.5,1.5,0.0,2.0
538,538,2022-06-29 00:00:00 -> 2022-06-29 23:55:00,167.34,2022-06-23 23:00:00,31.6145,21.664501,26.608252,54816.92,0.0,0.0,0.0,0.0
539,539,2022-06-30 00:00:00 -> 2022-06-30 23:55:00,169.34,2022-06-24 23:00:00,32.7145,20.6145,26.227005,54803.305,0.0,0.0,0.0,0.0
540,540,2022-07-01 00:00:00 -> 2022-07-01 23:55:00,166.34,2022-06-25 23:00:00,35.9145,20.7645,28.699915,54785.953,0.0,0.0,0.0,0.0
541,541,2022-07-02 00:00:00 -> 2022-07-02 23:55:00,170.66,2022-06-26 23:00:00,39.7645,21.8645,30.914505,54764.87,0.0,0.0,0.0,0.0
542,542,2022-07-03 00:00:00 -> 2022-07-03 23:55:00,174.66,2022-06-27 23:00:00,39.864502,23.5145,29.664503,54740.094,0.2,0.2,0.0,2.0
543,543,2022-07-04 00:00:00 -> 2022-07-04 23:55:00,180.66,2022-06-28 23:00:00,33.5145,23.3645,27.94367,54711.62,0.2,0.2,0.0,2.0
544,544,2022-07-05 00:00:00 -> 2022-07-05 23:55:00,177.00,2022-06-29 23:00:00,35.4645,21.5145,27.918665,54679.492,0.0,0.0,0.0,0.0
545,545,2022-07-06 00:00:00 -> 2022-07-06 23:55:00,170.33,2022-06-30 23:00:00,34.6645,20.8145,27.841581,54643.715,0.1,0.1,0.0,1.0
546,546,2022-07-07 00:00:00 -> 2022-07-07 23:55:00,172.00,2022-07-01 23:00:00,36.7145,19.664501,29.120752,54604.25,0.0,0.0,0.0,0.0
547,547,2022-07-08 00:00:00 -> 2022-07-08 23:55:00,170.00,2022-07-02 23:00:00,38.9145,23.8645,30.60408,54560.715,0.0,0.0,0.0,0.0
548,548,2022-07-09 00:00:00 -> 2022-07-09 23:55:00,171.32,2022-07-03 23:00:00,38.5645,23.7145,30.710335,54513.117,0.0,0.0,0.0,0.0
549,549,2022-07-10 00:00:00 -> 2022-07-10 23:55:00,170.31,2022-07-04 23:00:00,36.5145,22.1145,29.589506,54461.574,0.0,0.0,0.0,0.0
550,550,2022-07-11 00:00:00 -> 2022-07-11 23:55:00,171.00,2022-07-05 23:00:00,37.3145,22.664501,29.304083,54406.18,0.0,0.0,0.0,0.0
551,551,2022-07-12 00:00:00 -> 2022-07-12 23:55:00,170.99,2022-07-06 23:00:00,32.7145,23.414501,27.781166,54347.06,3.4,3.4,0.0,3.0
552,552,2022-07-13 00:00:00 -> 2022-07-13 23:55:00,169.00,2022-07-07 23:00:00,31.164501,20.2145,25.770752,54284.32,3.9,3.9,0.0,1.0
553,553,2022-07-14 00:00:00 -> 2022-07-14 23:55:00,169.98,2022-07-08 23:00:00,33.0145,19.914501,26.379084,54218.066,0.0,0.0,0.0,0.0
554,554,2022-07-15 00:00:00 -> 2022-07-15 23:55:00,171.00,2022-07-09 23:00:00,31.3145,18.7145,25.052,54148.418,0.0,0.0,0.0,0.0
555,555,2022-07-16 00:00:00 -> 2022-07-16 23:55:00,172.00,2022-07-10 23:00:00,31.8645,19.0145,25.549917,54075.484,0.2,0.2,0.0,2.0
556,556,2022-07-17 00:00:00 -> 2022-07-17 23:55:00,179.00,2022-07-11 23:00:00,33.2145,19.8145,26.372835,53999.38,0.0,0.0,0.0,0.0
557,557,2022-07-18 00:00:00 -> 2022-07-18 23:55:00,174.79,2022-07-12 23:00:00,31.5645,21.7145,26.237421,53920.207,0.0,0.0,0.0,0.0
558,558,2022-07-19 00:00:00 -> 2022-07-19 23:55:00,171.99,2022-07-13 23:00:00,32.3145,19.914501,26.241583,53838.09,0.0,0.0,0.0,0.0
559,559,2022-07-20 00:00:00 -> 2022-07-20 23:55:00,170.19,2022-07-14 23:00:00,35.7645,21.4645,28.085335,53753.125,0.1,0.1,0.0,1.0
560,560,2022-07-21 00:00:00 -> 2022-07-21 23:55:00,171.18,2022-07-15 23:00:00,35.1645,21.3645,28.291582,53665.434,0.0,0.0,0.0,0.0
561,561,2022-07-22 00:00:00 -> 2022-07-22 23:55:00,175.17,2022-07-16 23:00:00,37.1645,21.3645,29.081167,53575.12,0.0,0.0,0.0,0.0
562,562,2022-07-23 00:00:00 -> 2022-07-23 23:55:00,176.17,2022-07-17 23:00:00,37.4645,22.8645,29.58742,53482.297,0.0,0.0,0.0,0.0
563,563,2022-07-24 00:00:00 -> 2022-07-24 23:55:00,172.83,2022-07-18 23:00:00,35.9145,23.164501,29.345749,53387.066,0.0,0.0,0.0,0.0
564,564,2022-07-25 00:00:00 -> 2022-07-25 23:55:00,186.00,2022-07-19 23:00:00,35.614502,22.1145,28.708252,53289.53,0.0,0.0,0.0,0.0
565,565,2022-07-26 00:00:00 -> 2022-07-26 23:55:00,186.15,2022-07-20 23:00:00,36.364502,22.8645,29.2895,53189.805,0.1,0.1,0.0,1.0
566,566,2022-07-27 00:00:00 -> 2022-07-27 23:55:00,184.07,2022-07-21 23:00:00,37.0145,24.164501,29.889503,53087.844,0.5,0.5,0.0,1.0
567,567,2022-07-28 00:00:00 -> 2022-07-28 23:55:00,181.14,2022-07-22 23:00:00,36.6645,23.3645,29.354086,52982.76,0.0,0.0,0.0,0.0
568,568,2022-07-29 00:00:00 -> 2022-07-29 23:55:00,173.86,2022-07-23 23:00:00,36.5645,23.5145,29.010338,52874.53,0.0,0.0,0.0,0.0
569,569,2022-07-30 00:00:00 -> 2022-07-30 23:55:00,172.86,2022-07-24 23:00:00,36.9145,23.6145,29.98742,52763.31,0.0,0.0,0.0,0.0
570,570,2022-07-31 00:00:00 -> 2022-07-31 23:55:00,176.00,2022-07-25 23:00:00,35.2645,22.914501,29.141584,52649.24,0.0,0.0,0.0,0.0
571,571,2022-08-01 00:00:00 -> 2022-08-01 23:55:00,176.00,2022-07-26 23:00:00,33.7645,23.7145,28.768667,52532.49,0.1,0.1,0.0,1.0
572,572,2022-08-02 00:00:00 -> 2022-08-02 23:55:00,178.00,2022-07-27 23:00:00,34.3145,23.2145,28.374922,52413.203,0.1,0.1,0.0,1.0
573,573,2022-08-03 00:00:00 -> 2022-08-03 23:55:00,177.87,2022-07-28 23:00:00,33.4145,21.3645,27.568666,52291.535,0.0,0.0,0.0,0.0
574,574,2022-08-04 00:00:00 -> 2022-08-04 23:55:00,174.00,2022-07-29 23:00:00,33.4145,23.2145,27.647833,52167.633,6.1,6.1,0.0,6.0
575,575,2022-08-05 00:00:00 -> 2022-08-05 23:55:00,169.00,2022-07-30 23:00:00,36.114502,23.0145,29.039503,52041.637,0.0,0.0,0.0,0.0
576,576,2022-08-06 00:00:00 -> 2022-08-06 23:55:00,172.88,2022-07-31 23:00:00,34.5145,22.5145,28.435333,51913.69,0.0,0.0,0.0,0.0
577,577,2022-08-07 00:00:00 -> 2022-08-07 23:55:00,173.00,2022-08-01 23:00:00,35.614502,22.5145,28.887415,51783.938,0.0,0.0,0.0,0.0
578,578,2022-08-08 00:00:00 -> 2022-08-08 23:55:00,173.12,2022-08-02 23:00:00,35.7645,22.7645,28.970755,51652.508,0.0,0.0,0.0,0.0
579,579,2022-08-09 00:00:00 -> 2022-08-09 23:55:00,170.12,2022-08-03 23:00:00,35.864502,23.5145,29.124918,51519.543,0.1,0.1,0.0,1.0
580,580,2022-08-10 00:00:00 -> 2022-08-10 23:55:00,166.00,2022-08-04 23:00:00,35.0145,23.4645,28.931166,51385.164,0.0,0.0,0.0,0.0
581,581,2022-08-11 00:00:00 -> 2022-08-11 23:55:00,167.10,2022-08-05 23:00:00,37.4145,24.2145,30.379084,51249.51,0.3,0.3,0.0,1.0
582,582,2022-08-12 00:00:00 -> 2022-08-12 23:55:00,165.10,2022-08-06 23:00:00,37.0645,24.7145,30.104086,51112.7,2.4,2.4,0.0,2.0
583,583,2022-08-13 00:00:00 -> 2022-08-13 23:55:00,162.10,2022-08-07 23:00:00,34.4145,23.5145,29.1645,50974.863,0.5,0.5,0.0,1.0
584,584,2022-08-14 00:00:00 -> 2022-08-14 23:55:00,167.00,2022-08-08 23:00:00,32.0145,20.6145,26.229086,50836.12,3.4,3.4,0.0,1.0
585,585,2022-08-15 00:00:00 -> 2022-08-15 23:55:00,168.00,2022-08-09 23:00:00,34.5645,21.1145,27.693666,50696.58,0.4,0.4,0.0,2.0
586,586,2022-08-16 00:00:00 -> 2022-08-16 23:55:00,170.00,2022-08-10 23:00:00,33.2645,21.2645,26.904085,50556.203,0.0,0.0,0.0,0.0
587,587,2022-08-17 00:00:00 -> 2022-08-17 23:55:00,175.00,2022-08-11 23:00:00,32.5645,20.5145,26.174913,50413.914,0.0,0.0,0.0,0.0
588,588,2022-08-18 00:00:00 -> 2022-08-18 23:55:00,177.00,2022-08-12 23:00:00,28.2645,18.664501,23.2395,50269.625,12.000001,12.000001,0.0,7.0
589,589,2022-08-19 00:00:00 -> 2022-08-19 23:55:00,171.07,2022-08-13 23:00:00,31.5645,19.3145,24.460333,50123.48,0.0,0.0,0.0,0.0
590,590,2022-08-20 00:00:00 -> 2022-08-20 23:55:00,169.07,2022-08-14 23:00:00,31.2645,19.414501,25.462418,49975.617,0.0,0.0,0.0,0.0
591,591,2022-08-21 00:00:00 -> 2022-08-21 23:55:00,172.00,2022-08-15 23:00:00,31.914501,21.914501,26.299917,49826.17,2.0,2.0,0.0,3.0
592,592,2022-08-22 00:00:00 -> 2022-08-22 23:55:00,166.93,2022-08-16 23:00:00,34.0145,21.6145,27.283255,49675.277,0.0,0.0,0.0,0.0
593,593,2022-08-23 00:00:00 -> 2022-08-23 23:55:00,167.99,2022-08-17 23:00:00,34.3145,22.2645,28.595755,49523.062,12.4,12.4,0.0,6.0
594,594,2022-08-24 00:00:00 -> 2022-08-24 23:55:00,166.00,2022-08-18 23:00:00,28.1145,20.7645,24.456167,49369.664,1.8000001,1.8000001,0.0,9.0
595,595,2022-08-25 00:00:00 -> 2022-08-25 23:55:00,166.00,2022-08-19 23:00:00,30.664501,18.7645,24.4895,49215.195,0.6,0.6,0.0,4.0
596,596,2022-08-26 00:00:00 -> 2022-08-26 23:55:00,167.00,2022-08-20 23:00:00,32.614502,20.4645,25.860334,49059.79,0.0,0.0,0.0,0.0
597,597,2022-08-27 00:00:00 -> 2022-08-27 23:55:00,167.00,2022-08-21 23:00:00,30.4645,19.6145,25.133253,48903.555,1.2,1.2,0.0,2.0
598,598,2022-08-28 00:00:00 -> 2022-08-28 23:55:00,165.99,2022-08-22 23:00:00,33.4145,20.3645,26.3395,48746.62,0.0,0.0,0.0,0.0
599,599,2022-08-29 00:00:00 -> 2022-08-29 23:55:00,164.00,2022-08-23 23:00:00,31.9645,20.5145,25.485334,48589.094,0.2,0.2,0.0,1.0
600,600,2022-08-30 00:00:00 -> 2022-08-30 23:55:00,165.95,2022-08-24 23:00:00,32.1645,20.2645,26.104082,48431.094,0.0,0.0,0.0,0.0
601,601,2022-08-31 00:00:00 -> 2022-08-31 23:55:00,163.96,2022-08-25 23:00:00,33.3145,22.2645,27.19367,48272.723,0.0,0.0,0.0,0.0
602,602,2022-09-01 00:00:00 -> 2022-09-01 23:55:00,161.96,2022-08-26 23:00:00,30.2145,22.5145,25.772835,48114.098,2.3000002,2.3000002,0.0,3.0
603,603,2022-09-02 00:00:00 -> 2022-09-02 23:55:00,161.96,2022-08-27 23:00:00,28.2645,20.2145,23.80825,47955.32,0.5,0.5,0.0,2.0
604,604,2022-09-03 00:00:00 -> 2022-09-03 23:55:00,161.00,2022-08-28 23:00:00,30.8645,19.664501,24.654081,47796.496,1.2,1.2,0.0,2.0
605,605,2022-09-04 00:00:00 -> 2022-09-04 23:55:00,163.04,2022-08-29 23:00:00,32.364502,20.9645,26.004087,47637.734,0.4,0.4,0.0,1.0
606,606,2022-09-05 00:00:00 -> 2022-09-05 23:55:00,164.00,2022-08-30 23:00:00,29.8645,21.6145,25.716583,47478.96,0.7,0.7,0.0,2.0
607,607,2022-09-06 00:00:00 -> 2022-09-06 23:55:00,163.96,2022-08-31 23:00:00,27.3145,18.914501,23.339502,47319.094,22.700003,22.700003,0.0,9.0
608,608,2022-09-07 00:00:00 -> 2022-09-07 23:55:00,163.96,2022-09-01 23:00:00,30.0145,18.6145,23.497833,47158.01,0.2,0.2,0.0,2.0
609,609,2022-09-08 00:00:00 -> 2022-09-08 23:55:00,165.96,2022-09-02 23:00:00,28.8645,19.3645,23.677002,46995.82,1.2,1.2,0.0,3.0
610,610,2022-09-09 00:00:00 -> 2022-09-09 23:55:00,167.96,2022-09-03 23:00:00,29.414501,20.164501,23.579086,46832.652,2.2,2.2,0.0,4.0
611,611,2022-09-10 00:00:00 -> 2022-09-10 23:55:00,162.00,2022-09-04 23:00:00,32.5145,18.5645,24.381166,46668.6,0.0,0.0,0.0,0.0
612,612,2022-09-11 00:00:00 -> 2022-09-11 23:55:00,162.00,2022-09-05 23:00:00,31.5145,19.8145,24.991585,46503.78,0.0,0.0,0.0,0.0
613,613,2022-09-12 00:00:00 -> 2022-09-12 23:55:00,162.00,2022-09-06 23:00:00,30.6145,20.4645,25.258255,46338.3,0.3,0.3,0.0,2.0
614,614,2022-09-13 00:00:00 -> 2022-09-13 23:55:00,162.00,2022-09-07 23:00:00,26.1145,19.8145,22.697836,46172.26,33.8,33.8,0.0,10.0
615,615,2022-09-14 00:00:00 -> 2022-09-14 23:55:00,161.04,2022-09-08 23:00:00,30.6145,20.8645,24.497835,46005.773,4.8999996,4.8999996,0.0,6.0
616,616,2022-09-15 00:00:00 -> 2022-09-15 23:55:00,161.03,2022-09-09 23:00:00,27.9645,19.8145,23.860334,45838.93,0.6,0.6,0.0,4.0
617,617,2022-09-16 00:00:00 -> 2022-09-16 23:55:00,162.02,2022-09-10 23:00:00,29.3645,17.914501,23.131166,45671.84,0.0,0.0,0.0,0.0
618,618,2022-09-17 00:00:00 -> 2022-09-17 23:55:00,160.02,2022-09-11 23:00:00,28.8645,16.914501,22.535337,45504.605,0.0,0.0,0.0,0.0
619,619,2022-09-18 00:00:00 -> 2022-09-18 23:55:00,160.02,2022-09-12 23:00:00,28.9645,17.414501,22.55825,45337.312,0.0,0.0,0.0,0.0
620,620,2022-09-19 00:00:00 -> 2022-09-19 23:55:00,159.02,2022-09-13 23:00:00,28.9645,17.5145,23.547836,45170.07,0.0,0.0,0.0,0.0
621,621,2022-09-20 00:00:00 -> 2022-09-20 23:55:00,159.00,2022-09-14 23:00:00,28.2645,19.914501,23.935335,45002.973,51.500004,51.500004,0.0,14.0
622,622,2022-09-21 00:00:00 -> 2022-09-21 23:55:00,159.00,2022-09-15 23:00:00,27.9645,19.664501,24.077002,44836.113,35.300003,35.300003,0.0,8.0
623,623,2022-09-22 00:00:00 -> 2022-09-22 23:55:00,159.00,2022-09-16 23:00:00,27.4645,14.3645,21.456167,44669.6,1.7,1.7,0.0,4.0
624,624,2022-09-23 00:00:00 -> 2022-09-23 23:55:00,158.99,2022-09-17 23:00:00,25.164501,11.6145,17.7145,44503.516,0.0,0.0,0.0,0.0
625,625,2022-09-24 00:00:00 -> 2022-09-24 23:55:00,160.01,2022-09-18 23:00:00,24.2145,12.1145,18.501999,44337.965,1.2,1.2,0.0,5.0
626,626,2022-09-25 00:00:00 -> 2022-09-25 23:55:00,160.99,2022-09-19 23:00:00,25.914501,15.314501,19.960333,44172.863,0.5,0.5,0.0,3.0
627,627,2022-09-26 00:00:00 -> 2022-09-26 23:55:00,163.00,2022-09-20 23:00:00,23.7645,14.4645,18.602001,44007.1,0.2,0.2,0.0,2.0
628,628,2022-09-27 00:00:00 -> 2022-09-27 23:55:00,159.05,2022-09-21 23:00:00,22.4645,12.9145,17.010336,43840.54,5.7,5.7,0.0,14.0
629,629,2022-09-28 00:00:00 -> 2022-09-28 23:55:00,161.00,2022-09-22 23:00:00,23.8145,11.1145,16.854086,43673.277,0.0,0.0,0.0,0.0
630,630,2022-09-29 00:00:00 -> 2022-09-29 23:55:00,160.94,2022-09-23 23:00:00,25.1145,13.4145,18.908249,43505.438,0.2,0.2,0.0,2.0
631,631,2022-09-30 00:00:00 -> 2022-09-30 23:55:00,160.00,2022-09-24 23:00:00,24.2645,15.9145,18.856167,43337.117,21.300001,21.300001,0.0,9.0
632,632,2022-10-01 00:00:00 -> 2022-10-01 23:55:00,160.00,2022-09-25 23:00:00,20.5645,15.8645,17.68325,43168.418,9.800001,9.800001,0.0,11.0
633,633,2022-10-02 00:00:00 -> 2022-10-02 23:55:00,161.00,2022-09-26 23:00:00,23.2145,16.3645,19.427,42999.453,0.70000005,0.70000005,0.0,6.0
634,634,2022-10-03 00:00:00 -> 2022-10-03 23:55:00,159.00,2022-09-27 23:00:00,23.0645,14.6145,18.845753,42830.316,1.2,1.2,0.0,3.0
635,635,2022-10-04 00:00:00 -> 2022-10-04 23:55:00,159.00,2022-09-28 23:00:00,23.0145,15.564501,18.358253,42661.13,51.1,51.1,0.0,20.0
636,636,2022-10-05 00:00:00 -> 2022-10-05 23:55:00,159.92,2022-09-29 23:00:00,23.6145,15.264501,19.139502,42491.98,16.1,16.1,0.0,13.0
637,637,2022-10-06 00:00:00 -> 2022-10-06 23:55:00,158.92,2022-09-30 23:00:00,21.5145,14.6145,18.264502,42322.98,4.7999997,4.7999997,0.0,8.0
638,638,2022-10-07 00:00:00 -> 2022-10-07 23:55:00,158.00,2022-10-01 23:00:00,24.7645,12.9645,18.172834,42154.242,0.0,0.0,0.0,0.0
639,639,2022-10-08 00:00:00 -> 2022-10-08 23:55:00,158.00,2022-10-02 23:00:00,25.8145,15.8645,19.891584,41985.867,0.0,0.0,0.0,0.0
640,640,2022-10-09 00:00:00 -> 2022-10-09 23:55:00,157.00,2022-10-03 23:00:00,25.3145,15.4145,19.43117,41817.957,0.2,0.2,0.0,2.0
641,641,2022-10-10 00:00:00 -> 2022-10-10 23:55:00,157.00,2022-10-04 23:00:00,24.914501,14.764501,18.695751,41650.63,0.0,0.0,0.0,0.0
642,642,2022-10-11 00:00:00 -> 2022-10-11 23:55:00,157.92,2022-10-05 23:00:00,25.9645,15.7145,19.791586,41483.992,0.0,0.0,0.0,0.0
643,643,2022-10-12 00:00:00 -> 2022-10-12 23:55:00,158.00,2022-10-06 23:00:00,24.8145,14.6145,18.90825,41318.152,0.0,0.0,0.0,0.0
644,644,2022-10-13 00:00:00 -> 2022-10-13 23:55:00,159.99,2022-10-07 23:00:00,24.0645,15.1645,19.041586,41153.22,0.0,0.0,0.0,0.0
645,645,2022-10-14 00:00:00 -> 2022-10-14 23:55:00,157.00,2022-10-08 23:00:00,23.664501,15.064501,19.07075,40989.312,0.0,0.0,0.0,0.0
646,646,2022-10-15 00:00:00 -> 2022-10-15 23:55:00,157.99,2022-10-09 23:00:00,23.2645,15.1145,18.28325,40826.363,0.5,0.5,0.0,5.0
647,647,2022-10-16 00:00:00 -> 2022-10-16 23:55:00,159.00,2022-10-10 23:00:00,23.3145,14.3645,17.864502,40663.125,0.4,0.4,0.0,1.0
648,648,2022-10-17 00:00:00 -> 2022-10-17 23:55:00,158.11,2022-10-11 23:00:00,23.4645,14.6645,18.537418,40499.47,1.4000001,1.4000001,0.0,5.0
649,649,2022-10-18 00:00:00 -> 2022-10-18 23:55:00,159.12,2022-10-12 23:00:00,21.7145,15.814501,18.185335,40335.508,9.599999,9.599999,0.0,9.0
650,650,2022-10-19 00:00:00 -> 2022-10-19 23:55:00,157.99,2022-10-13 23:00:00,24.5145,12.9645,17.860336,40171.363,0.0,0.0,0.0,0.0
651,651,2022-10-20 00:00:00 -> 2022-10-20 23:55:00,155.87,2022-10-14 23:00:00,24.1145,12.264501,17.24367,40007.164,0.0,0.0,0.0,0.0
652,652,2022-10-21 00:00:00 -> 2022-10-21 23:55:00,156.87,2022-10-15 23:00:00,24.5645,13.564501,18.097837,39843.03,0.0,0.0,0.0,0.0
653,653,2022-10-22 00:00:00 -> 2022-10-22 23:55:00,156.00,2022-10-16 23:00:00,25.5145,14.064501,18.893667,39679.086,0.0,0.0,0.0,0.0
654,654,2022-10-23 00:00:00 -> 2022-10-23 23:55:00,155.56,2022-10-17 23:00:00,25.2645,13.4145,18.477001,39515.46,0.0,0.0,0.0,0.0
655,655,2022-10-24 00:00:00 -> 2022-10-24 23:55:00,157.00,2022-10-18 23:00:00,25.0145,15.2145,18.991587,39352.285,0.0,0.0,0.0,0.0
656,656,2022-10-25 00:00:00 -> 2022-10-25 23:55:00,156.00,2022-10-19 23:00:00,25.1145,14.1145,18.497835,39189.69,0.0,0.0,0.0,0.0
657,657,2022-10-26 00:00:00 -> 2022-10-26 23:55:00,156.14,2022-10-20 23:00:00,23.7645,12.7145,18.047834,39027.812,0.0,0.0,0.0,0.0
658,658,2022-10-27 00:00:00 -> 2022-10-27 23:55:00,157.00,2022-10-21 23:00:00,24.5145,17.414501,20.083254,38866.78,0.2,0.2,0.0,2.0
659,659,2022-10-28 00:00:00 -> 2022-10-28 23:55:00,158.00,2022-10-22 23:00:00,24.8145,16.2145,20.199919,38706.74,0.0,0.0,0.0,0.0
660,660,2022-10-29 00:00:00 -> 2022-10-29 23:55:00,156.99,2022-10-23 23:00:00,24.4645,15.064501,19.102001,38547.82,0.0,0.0,0.0,0.0
661,661,2022-10-30 00:00:00 -> 2022-10-30 23:55:00,163.84,2022-10-24 23:00:00,24.7145,15.9145,19.529083,38390.188,0.0,0.0,0.0,0.0
662,662,2022-10-31 00:00:00 -> 2022-10-31 23:55:00,157.00,2022-10-25 23:00:00,25.3145,14.6645,18.53325,38233.97,0.0,0.0,0.0,0.0
663,663,2022-11-01 00:00:00 -> 2022-11-01 23:55:00,156.16,2022-10-26 23:00:00,25.6145,14.6645,19.085337,38079.316,0.0,0.0,0.0,0.0
664,664,2022-11-02 00:00:00 -> 2022-11-02 23:55:00,156.16,2022-10-27 23:00:00,25.2645,14.1145,18.591585,37926.387,0.0,0.0,0.0,0.0
665,665,2022-11-03 00:00:00 -> 2022-11-03 23:55:00,158.00,2022-10-28 23:00:00,25.7145,13.9645,18.195753,37775.344,0.0,0.0,0.0,0.0
666,666,2022-11-04 00:00:00 -> 2022-11-04 23:55:00,158.17,2022-10-29 23:00:00,25.1145,11.264501,17.010334,37626.117,0.0,0.0,0.0,0.0
667,667,2022-11-05 00:00:00 -> 2022-11-05 23:55:00,156.17,2022-10-30 23:00:00,24.7645,11.9145,17.085335,37477.387,0.0,0.0,0.0,0.0
668,668,2022-11-06 00:00:00 -> 2022-11-06 23:55:00,156.17,2022-10-31 23:00:00,24.0645,12.264501,16.952002,37328.99,0.0,0.0,0.0,0.0
669,669,2022-11-07 00:00:00 -> 2022-11-07 23:55:00,154.17,2022-11-01 23:00:00,22.2645,11.3645,15.806169,37181.07,0.0,0.0,0.0,0.0
670,670,2022-11-08 00:00:00 -> 2022-11-08 23:55:00,153.17,2022-11-02 23:00:00,21.664501,11.764501,15.893668,37033.79,0.5,0.5,0.0,4.0
671,671,2022-11-09 00:00:00 -> 2022-11-09 23:55:00,153.99,2022-11-03 23:00:00,20.8645,12.6645,16.82075,36887.285,35.899998,35.899998,0.0,13.0
672,672,2022-11-10 00:00:00 -> 2022-11-10 23:55:00,153.00,2022-11-04 23:00:00,18.2645,11.064501,14.112416,36741.715,0.9,0.9,0.0,2.0
673,673,2022-11-11 00:00:00 -> 2022-11-11 23:55:00,151.18,2022-11-05 23:00:00,19.664501,10.9645,14.616584,36597.23,0.0,0.0,0.0,0.0
674,674,2022-11-12 00:00:00 -> 2022-11-12 23:55:00,154.18,2022-11-06 23:00:00,20.164501,8.314501,12.927001,36454.0,0.0,0.0,0.0,0.0
675,675,2022-11-13 00:00:00 -> 2022-11-13 23:55:00,154.00,2022-11-07 23:00:00,19.9645,8.2145,13.072834,36312.176,0.0,0.0,0.0,0.0
676,676,2022-11-14 00:00:00 -> 2022-11-14 23:55:00,154.00,2022-11-08 23:00:00,19.7145,8.9145,13.624917,36171.934,0.0,0.0,0.0,0.0
677,677,2022-11-15 00:00:00 -> 2022-11-15 23:55:00,153.18,2022-11-09 23:00:00,22.1145,11.014501,15.362418,36033.438,0.1,0.1,0.0,1.0
678,678,2022-11-16 00:00:00 -> 2022-11-16 23:55:00,154.00,2022-11-10 23:00:00,21.2645,11.1145,15.091586,35896.863,0.0,0.0,0.0,0.0
679,679,2022-11-17 00:00:00 -> 2022-11-17 23:55:00,155.00,2022-11-11 23:00:00,18.3645,10.014501,13.281167,35762.383,0.0,0.0,0.0,0.0
680,680,2022-11-18 00:00:00 -> 2022-11-18 23:55:00,155.00,2022-11-12 23:00:00,18.2145,9.4645,12.899917,35630.18,0.4,0.4,0.0,2.0
681,681,2022-11-19 00:00:00 -> 2022-11-19 23:55:00,154.00,2022-11-13 23:00:00,16.7645,9.7145,12.320751,35500.43,18.099998,18.099998,0.0,14.0
682,682,2022-11-20 00:00:00 -> 2022-11-20 23:55:00,155.00,2022-11-14 23:00:00,17.3645,7.3645,12.1728325,35373.33,6.7,6.7,0.0,9.0
683,683,2022-11-21 00:00:00 -> 2022-11-21 23:55:00,156.00,2022-11-15 23:00:00,18.414501,12.2145,15.466582,35249.062,34.4,34.4,0.0,20.0
684,684,2022-11-22 00:00:00 -> 2022-11-22 23:55:00,155.19,2022-11-16 23:00:00,18.5145,11.814501,14.974917,35127.82,1.2000002,1.2000002,0.0,7.0
685,685,2022-11-23 00:00:00 -> 2022-11-23 23:55:00,157.00,2022-11-17 23:00:00,20.1145,12.3645,15.849917,35009.8,21.5,21.5,0.0,10.0
686,686,2022-11-24 00:00:00 -> 2022-11-24 23:55:00,156.00,2022-11-18 23:00:00,15.6145,11.264501,13.481168,34895.004,19.900002,19.900002,0.0,14.0
687,687,2022-11-25 00:00:00 -> 2022-11-25 23:55:00,155.99,2022-11-19 23:00:00,15.7145,8.814501,11.666584,34782.2,0.0,0.0,0.0,0.0
